,Super Effective (x4),Super Effective (x2),Resisted (x1/2),Resisted (x1/4),Immune,Neutral
fire/dark,0.07379352588290854,0.21874030744964548,0.2576180523409409,0.013829467223398966,0.0,0.4360186471031061
fire/steel,0.07379352588290854,0.21874030744964548,0.2576180523409409,0.013829467223398966,0.0,0.4360186471031061
fire/fairy,0.07379352588290854,0.21874030744964548,0.2576180523409409,0.013829467223398966,0.0,0.4360186471031061
water/water,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/electric,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/grass,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/ice,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/fighting,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/poison,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/ground,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/flying,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/psychic,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/bug,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/rock,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/ghost,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/dragon,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/dark,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/steel,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
water/fairy,0.045599991271834055,0.1773625664548528,0.30510550949889415,0.004320442143949277,0.0,0.4676114906304697
electric/electric,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/grass,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/ice,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/fighting,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/poison,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/ground,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/flying,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/psychic,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/bug,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/rock,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/ghost,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/dragon,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/dark,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/steel,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
electric/fairy,0.05961493202161468,0.2245320689961518,0.1898718985787117,0.0014541747908747025,0.15341621973781214,0.37111070587483497
grass/grass,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/ice,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/fighting,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/poison,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/ground,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/flying,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/psychic,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/bug,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/rock,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/ghost,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/dragon,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/dark,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/steel,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
grass/fairy,0.05502485189393408,0.1461843108099894,0.2707103012619993,0.08225828825079762,0.0,0.4458222477832796
ice/ice,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/fighting,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/poison,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/ground,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/flying,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/psychic,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/bug,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/rock,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/ghost,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/dragon,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/dark,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/steel,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
ice/fairy,0.09357217336007893,0.24208815135886633,0.23374028407062958,0.007930162203612525,0.0,0.42266922900681264
fighting/fighting,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/poison,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/ground,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/flying,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/psychic,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/bug,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/rock,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/ghost,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/dragon,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/dark,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/steel,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
fighting/fairy,0.06983156198322633,0.19480954674322515,0.21809816381208882,0.030685737709261675,0.09975202657103091,0.3868229631811671
poison/poison,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/ground,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/flying,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/psychic,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/bug,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/rock,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/ghost,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/dragon,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/dark,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/steel,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
poison/fairy,0.024802018700095543,0.15264938801529299,0.2283257039811347,0.011507151640973129,0.11155842961591395,0.47115730804658973
ground/ground,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/flying,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/psychic,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/bug,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/rock,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/ghost,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/dragon,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/dark,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/steel,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
ground/fairy,0.07481129237641462,0.23187619720044078,0.12269931000730984,0.002149310864540423,0.2297253277348383,0.338738561816456
flying/flying,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
flying/psychic,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
flying/bug,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
flying/rock,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
flying/ghost,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
flying/dragon,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
flying/dark,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
flying/steel,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
flying/fairy,0.07027420468484308,0.27823210998735975,0.1719822755887226,0.003926116075255494,0.0,0.4755852936638191
psychic/psychic,0.022256823165799307,0.16807953852939755,0.17729087080599937,0.00236751501322473,0.12094744241358726,0.5090578100719918
psychic/bug,0.022256823165799307,0.16807953852939755,0.17729087080599937,0.00236751501322473,0.12094744241358726,0.5090578100719918
psychic/rock,0.022256823165799307,0.16807953852939755,0.17729087080599937,0.00236751501322473,0.12094744241358726,0.5090578100719918
psychic/ghost,0.022256823165799307,0.16807953852939755,0.17729087080599937,0.00236751501322473,0.12094744241358726,0.5090578100719918
psychic/dragon,0.022256823165799307,0.16807953852939755,0.17729087080599937,0.00236751501322473,0.12094744241358726,0.5090578100719918
psychic/dark,0.022256823165799307,0.16807953852939755,0.17729087080599937,0.00236751501322473,0.12094744241358726,0.5090578100719918
psychic/steel,0.022256823165799307,0.16807953852939755,0.17729087080599937,0.00236751501322473,0.12094744241358726,0.5090578100719918
psychic/fairy,0.022256823165799307,0.16807953852939755,0.17729087080599937,0.00236751501322473,0.12094744241358726,0.5090578100719918
bug/bug,0.03715549071775138,0.15837257111506997,0.30171399358791523,0.03752332056839063,0.0,0.4652346240108728
bug/rock,0.03715549071775138,0.15837257111506997,0.30171399358791523,0.03752332056839063,0.0,0.4652346240108728
bug/ghost,0.03715549071775138,0.15837257111506997,0.30171399358791523,0.03752332056839063,0.0,0.4652346240108728
bug/dragon,0.03715549071775138,0.15837257111506997,0.30171399358791523,0.03752332056839063,0.0,0.4652346240108728
bug/dark,0.03715549071775138,0.15837257111506997,0.30171399358791523,0.03752332056839063,0.0,0.4652346240108728
bug/steel,0.03715549071775138,0.15837257111506997,0.30171399358791523,0.03752332056839063,0.0,0.4652346240108728
bug/fairy,0.03715549071775138,0.15837257111506997,0.30171399358791523,0.03752332056839063,0.0,0.4652346240108728
rock/rock,0.09589916474569085,0.2846379603523062,0.17554212041440084,0.0023379015930461455,0.0,0.44158285289455596
rock/ghost,0.09589916474569085,0.2846379603523062,0.17554212041440084,0.0023379015930461455,0.0,0.44158285289455596
rock/dragon,0.09589916474569085,0.2846379603523062,0.17554212041440084,0.0023379015930461455,0.0,0.44158285289455596
rock/dark,0.09589916474569085,0.2846379603523062,0.17554212041440084,0.0023379015930461455,0.0,0.44158285289455596
rock/steel,0.09589916474569085,0.2846379603523062,0.17554212041440084,0.0023379015930461455,0.0,0.44158285289455596
rock/fairy,0.09589916474569085,0.2846379603523062,0.17554212041440084,0.0023379015930461455,0.0,0.44158285289455596
ghost/ghost,0.022892732399107857,0.18739372289008277,0.0701744542168731,0.0,0.2536420610317004,0.4658970294622359
ghost/dragon,0.022892732399107857,0.18739372289008277,0.0701744542168731,0.0,0.2536420610317004,0.4658970294622359
ghost/dark,0.022892732399107857,0.18739372289008277,0.0701744542168731,0.0,0.2536420610317004,0.4658970294622359
ghost/steel,0.022892732399107857,0.18739372289008277,0.0701744542168731,0.0,0.2536420610317004,0.4658970294622359
ghost/fairy,0.022892732399107857,0.18739372289008277,0.0701744542168731,0.0,0.2536420610317004,0.4658970294622359
dragon/dragon,0.002881853363694882,0.08967255350287796,0.0875871452818808,0.0,0.11391035861851836,0.705948089233028
dragon/dark,0.002881853363694882,0.08967255350287796,0.0875871452818808,0.0,0.11391035861851836,0.705948089233028
dragon/steel,0.002881853363694882,0.08967255350287796,0.0875871452818808,0.0,0.11391035861851836,0.705948089233028
dragon/fairy,0.002881853363694882,0.08967255350287796,0.0875871452818808,0.0,0.11391035861851836,0.705948089233028
dark/dark,0.020681077492086204,0.18442926367010026,0.22831946957688656,0.0012297362379422726,0.0,0.5653404530229846
dark/steel,0.020681077492086204,0.18442926367010026,0.22831946957688656,0.0012297362379422726,0.0,0.5653404530229846
dark/fairy,0.020681077492086204,0.18442926367010026,0.22831946957688656,0.0012297362379422726,0.0,0.5653404530229846
steel/steel,0.021826649272678814,0.1459972786825457,0.3317388844468759,0.008212268995840094,0.0,0.4922249186020595
steel/fairy,0.021826649272678814,0.1459972786825457,0.3317388844468759,0.008212268995840094,0.0,0.4922249186020595
fairy/fairy,0.03288180660566302,0.1827896153528439,0.24092855216871545,0.002730669060677898,0.0,0.5406693568120997
