,Super Effective (x4),Super Effective (x2),Resisted (x1/2),Resisted (x1/4),Immune,Neutral
electric/psychic,0.0,1.1325169380970417,0.0,0.0,0.0,1.1797051438510848
electric/bug,0.0,1.414341623532383,0.0,0.0,0.0,0.8978804584157449
electric/rock,0.0,1.2921473002691704,0.006789266226206007,0.0,0.0,1.0132855154527505
electric/ghost,0.0,1.1433398638717835,0.0,0.0,0.0,1.168882218076343
electric/dragon,0.0,0.9203523685281036,0.0,0.0,0.0,1.391869713420022
electric/dark,0.0,1.1433398638717835,0.0,0.0,0.0,1.168882218076343
electric/steel,0.0,1.199341958631611,0.0035910168469188795,0.0,0.0,1.1092891064695973
electric/fairy,0.0,1.2072300386065482,0.0,0.0,0.0,1.104992043341578
grass/normal,0.0,0.8698240806981288,0.003297999847257096,0.0,0.0,1.43910000140274
grass/fire,0.0,1.5419474096829646,0.018517739217987505,0.0,0.0,0.7517569330471747
grass/water,0.0,1.0581576400286161,0.03142763181478832,0.0,0.0,1.222636810104722
grass/electric,0.0,1.14873262354641,0.03142763181478832,0.0,0.0,1.132061826586928
grass/grass,0.0,0.8698240806981288,0.38035476877373947,0.0,0.0,1.0620432324762592
grass/ice,0.0,1.499748285928482,0.019203523685281044,0.0,0.0,0.7932702723343643
grass/fighting,0.0,1.5064861183196412,0.09052510828380878,0.0,0.0,0.7152108553446773
grass/poison,0.0,1.271873017654274,0.0195510917221139,0.0,0.0,1.0207979725717387
grass/ground,0.0,1.465638301685938,0.11616097855209079,0.0,0.0,0.7304228017100972
grass/flying,0.0,1.4725164081726807,0.003297999847257096,0.0,0.0,0.8364076739281896
grass/psychic,0.0,1.2046037958170268,0.003297999847257096,0.0,0.0,1.1043202862838437
grass/bug,0.0,1.4770862264865554,0.11786920531607652,0.0,0.0,0.7172666501454958
grass/rock,0.0,1.5830212234706615,0.003297999847257096,0.0,0.0,0.7259028586302085
grass/ghost,0.0,1.2150900637623696,0.0,0.0,0.0,1.0971320181857571
grass/dragon,0.0,0.9987515605493132,0.003297999847257096,0.0,0.0,1.3101725215515558
grass/dark,0.0,1.2150900637623696,0.0,0.0,0.0,1.0971320181857571
grass/steel,0.0,1.1134568057094676,0.019203523685281044,0.0,0.0,1.179561752553378
grass/fairy,0.0,1.2769602915207425,0.048829412672361794,0.0,0.0,0.9864323777550225
ice/normal,0.0,1.0158650002104113,0.003297999847257096,0.0,0.0,1.2930590818904577
ice/fire,0.0,1.4331695243617144,0.05987521839897382,0.0,0.0,0.8191773391874392
ice/water,0.0,1.344418104086496,0.026747152825509934,0.0,0.0,0.941056825036121
ice/electric,0.0,1.3615362195507799,0.0,0.0,0.0,0.9506858623973473
ice/grass,0.0,1.499748285928482,0.019203523685281044,0.0,0.0,0.7932702723343643
ice/ice,0.0,1.0158650002104113,0.12219432326321185,0.0,0.0,1.1741627584745034
ice/fighting,0.0,1.7322666267664788,0.0,0.0,0.0,0.5799554551816476
ice/poison,0.0,1.146037802310159,0.003297999847257096,0.0,0.0,1.1628862797907107
ice/ground,0.0,1.6975347607001847,0.0,0.0,0.0,0.6146873212479412
ice/flying,0.0,1.3591001260908264,0.003297999847257096,0.0,0.0,0.9498239560100441
ice/psychic,0.0,1.3320973626911434,0.003297999847257096,0.0,0.0,0.9768267194097268
ice/bug,0.0,1.3639691958086102,0.019203523685281044,0.0,0.0,0.929049362454236
ice/rock,0.0,1.4770862264865547,0.003297999847257096,0.0,0.0,0.8318378556143152
ice/ghost,0.0,1.3419601902116742,0.0,0.0,0.0,0.9702618917364533
ice/dragon,0.0,1.0158650002104113,0.003297999847257096,0.0,0.0,1.2930590818904577
ice/dark,0.0,1.3419601902116742,0.0,0.0,0.0,0.9702618917364533
ice/steel,0.0,1.3929217691368931,0.09127791259676964,0.0,0.0,0.8280224002144637
ice/fairy,0.0,1.2921473002691704,0.019203523685281044,0.0,0.0,1.0008712579936754
fighting/normal,0.0,1.0044685092448424,0.0,0.0,0.0026200083852737136,1.3051335643180102
fighting/fire,0.0,1.4564238522072124,0.0,0.0,0.0,0.8557982297409141
fighting/water,0.0,1.3517731424982193,0.0,0.0,0.0,0.9604489394499078
fighting/electric,0.0,1.5766106973025291,0.0,0.0,0.0,0.7356113846455977
fighting/grass,0.0,1.5064861183196412,0.09052510828380878,0.0,0.0,0.7152108553446773
fighting/ice,0.0,1.7322666267664788,0.0,0.0,0.0,0.5799554551816476
fighting/fighting,0.0,1.0044685092448424,0.2606604416140249,0.0,0.0026200083852737136,1.0444731227039856
fighting/poison,0.0,1.385725708033497,0.017844423559190213,0.0,0.0,0.9086519503554388
fighting/ground,0.0,1.465638301685938,0.047732157524692134,0.0,0.0,0.7988516227374959
fighting/flying,0.0,1.5744676208422363,0.0,0.0,0.0,0.7377544611058904
fighting/psychic,0.0,1.322184659936627,0.010480033541094854,0.0,0.0,0.979557388470405
fighting/bug,0.0,1.4679341210503098,0.09897740184320161,0.0,0.0,0.7453105590546153
fighting/rock,0.0,1.599978803025556,0.0,0.0,0.0,0.7122432789225704
fighting/ghost,0.0,1.3320973626911428,0.0,0.0,0.0,0.9801247192569841
fighting/dragon,0.0,1.1270867719969266,0.003442949746025957,0.0,0.0,1.1816923602051745
fighting/dark,0.0,1.3320973626911428,0.003442949746025957,0.0,0.0,0.9766817695109581
fighting/steel,0.0,1.1352273453439132,0.0,0.0,0.0,1.1769947366042137
fighting/fairy,0.0,1.2667732749793088,0.006789266226206007,0.0,0.0,1.0386595407426118
poison/normal,0.0,0.5177594798013093,0.03322314023824775,0.0,0.0,1.7612394619085694
poison/fire,0.0,1.015865000210412,0.005425490296929088,0.0,0.0,1.2909315914407862
poison/water,0.0,1.0969979784944224,0.0,0.0,0.0,1.215224103453704
poison/electric,0.0,1.201974435825381,0.006789266226206007,0.0,0.0,1.1034583798965403
poison/grass,0.0,1.271873017654274,0.0195510917221139,0.0,0.0,1.0207979725717387
poison/ice,0.0,1.146037802310159,0.003297999847257096,0.0,0.0,1.1628862797907107
poison/fighting,0.0,1.385725708033497,0.017844423559190213,0.0,0.0,0.9086519503554388
poison/poison,0.0,0.5177594798013093,0.11715692463072847,0.0,0.003297999847257096,1.6740076776688313
poison/ground,0.0,1.3419601902116727,0.0,0.0,0.0,0.9702618917364528
poison/flying,0.0,0.9262376461383324,0.01718357670888917,0.0,0.0,1.3688008591009058
poison/psychic,0.0,0.8937143177769363,0.003297999847257096,0.0,0.0,1.4152097643239334
poison/bug,0.0,0.9321104549400646,0.03648529226107814,0.0,0.0,1.3436263347469843
poison/rock,0.0,1.3271472457181335,0.0195510917221139,0.0,0.0,0.9655237445078795
poison/ghost,0.0,0.9055846234653633,0.0,0.0,0.0,1.4066374584827646
poison/dragon,0.0,0.6619113748264112,0.003297999847257096,0.0,0.0,1.6470127072744591
poison/dark,0.0,0.9055846234653633,0.0,0.0,0.0,1.4066374584827646
poison/steel,0.0,0.8275361166831103,0.003297999847257096,0.0,0.0,1.4813879654177597
poison/fairy,0.0,0.975759077682236,0.0195510917221139,0.0,0.0,1.3169119125437774
ground/normal,0.0,0.9525670938792183,0.0,0.0,0.0,1.3596549880689084
ground/fire,0.0,1.5019973472609922,0.0,0.0,0.0,0.8102247346871343
ground/water,0.0,1.1379346353886601,0.014968804599743455,0.0,0.0,1.1593186419597226
ground/electric,0.0,1.5375583890922857,0.014968804599743455,0.0,0.0,0.759694888256097
ground/grass,0.0,1.465638301685938,0.11616097855209079,0.0,0.0,0.7304228017100972
ground/ice,0.0,1.6975347607001847,0.0,0.0,0.0,0.6146873212479412
ground/fighting,0.0,1.465638301685938,0.047732157524692134,0.0,0.0,0.7988516227374959
ground/poison,0.0,1.3419601902116727,0.0,0.0,0.0,0.9702618917364528
ground/ground,0.0,0.9525670938792183,0.10119217395234734,0.0,0.014968804599743455,1.243494009516818
ground/flying,0.0,1.5353592029937604,0.0,0.0,0.0,0.7768628789543659
ground/psychic,0.0,1.1024967230412668,0.0,0.0,0.0,1.2097253589068595
ground/bug,0.0,1.539754457988687,0.014968804599743455,0.0,0.0,0.757498819359696
ground/rock,0.0,1.5019973472609922,0.0,0.0,0.0,0.8102247346871342
ground/ghost,0.0,1.2870974328281906,0.0,0.0,0.0,1.0251246491199357
ground/dragon,0.0,1.0776541807135587,0.0,0.0,0.0,1.234567901234568
ground/dark,0.0,1.2870974328281906,0.0,0.0,0.0,1.0251246491199357
ground/steel,0.0,1.18878087783529,0.0,0.0,0.0,1.1234412041128365
ground/fairy,0.0,1.3468729007591937,0.0,0.0,0.0,0.9653491811889322
flying/normal,0.0,0.784637181051775,0.01718357670888917,0.0,0.0,1.5104013241874616
flying/fire,0.0,1.0328662205950425,0.005425490296929088,0.0,0.0,1.2739303710561547
flying/water,0.0,1.314717402248438,0.0,0.0,0.0,0.9975046796996894
flying/electric,0.0,1.409603476303809,0.0035910168469188795,0.0,0.0,0.8990275887974
flying/grass,0.0,1.4725164081726807,0.003297999847257096,0.0,0.0,0.8364076739281896
flying/ice,0.0,1.3591001260908264,0.003297999847257096,0.0,0.0,0.9498239560100441
flying/fighting,0.0,1.5744676208422363,0.0,0.0,0.0,0.7377544611058904
flying/poison,0.0,0.9262376461383324,0.01718357670888917,0.0,0.0,1.3688008591009058
flying/ground,0.0,1.5353592029937604,0.0,0.0,0.0,0.7768628789543659
flying/flying,0.0,0.784637181051775,0.03648529226107814,0.0,0.0,1.491099608635273
flying/psychic,0.0,0.9815259016117495,0.003297999847257096,0.0,0.0,1.3273981804891197
flying/bug,0.0,1.1648360897193115,0.003297999847257096,0.0,0.0,1.1440879923815586
flying/rock,0.0,1.3419601902116738,0.003297999847257096,0.0,0.0,0.9669638918891965
flying/ghost,0.0,1.1406388082312844,0.0,0.0,0.0,1.171583273716843
flying/dragon,0.0,0.9174050539198034,0.003297999847257096,0.0,0.0,1.3915190281810659
flying/dark,0.0,1.1406388082312844,0.0,0.0,0.0,1.171583273716843
flying/steel,0.0,1.196706364235716,0.013771798984103828,0.0,0.0,1.1017439187283067
flying/fairy,0.0,1.0609522117328374,0.003297999847257096,0.0,0.0,1.2479718703680323
psychic/normal,0.0,0.4297421606263084,0.003297999847257096,0.0,0.0,1.8791819214745602
psychic/fire,0.0,1.2124731725792195,0.0,0.0,0.0,1.0997489093689077
psychic/water,0.0,1.0243796378122851,0.0,0.0,0.0,1.287842444135841
psychic/electric,0.0,1.1325169380970417,0.0,0.0,0.0,1.1797051438510848
psychic/grass,0.0,1.2046037958170268,0.003297999847257096,0.0,0.0,1.1043202862838437
psychic/ice,0.0,1.3320973626911434,0.003297999847257096,0.0,0.0,0.9768267194097268
psychic/fighting,0.0,1.322184659936627,0.010480033541094854,0.0,0.0,0.979557388470405
psychic/poison,0.0,0.8937143177769363,0.003297999847257096,0.0,0.0,1.4152097643239334
psychic/ground,0.0,1.1024967230412668,0.0,0.0,0.0,1.2097253589068595
psychic/flying,0.0,0.9815259016117495,0.003297999847257096,0.0,0.0,1.3273981804891197
psychic/psychic,0.0,0.4297421606263084,0.0454862133943058,0.0,0.003896502655076909,1.8330972052724341
psychic/bug,0.0,1.1352273453439135,0.003297999847257096,0.0,0.0,1.1736967367569568
psychic/rock,0.0,1.2616610634958487,0.003297999847257096,0.0,0.0,1.0472630186050211
psychic/ghost,0.0,0.82753611668311,0.003896502655076909,0.0,0.0,1.480789462609939
psychic/dragon,0.0,0.5774601348813363,0.003297999847257096,0.0,0.0,1.7314639472195328
psychic/dark,0.0,0.82753611668311,0.003896502655076909,0.0,0.0,1.480789462609939
psychic/steel,0.0,0.8907389483495195,0.003297999847257096,0.0,0.0,1.4181851337513498
psychic/fairy,0.0,0.7379960442705046,0.003297999847257096,0.0,0.0,1.5709280378303645
bug/normal,0.0,0.7908030068531692,0.01179705143851085,0.0,0.0,1.5096220236564464
bug/fire,0.0,1.2462496161944887,0.006585089487079977,0.0,0.0,1.0593873762665584
bug/water,0.0,1.3196986912426885,0.0,0.0,0.0,0.9925233907054389
bug/electric,0.0,1.414341623532383,0.0,0.0,0.0,0.8978804584157449
bug/grass,0.0,1.4770862264865554,0.11786920531607652,0.0,0.0,0.7172666501454958
bug/ice,0.0,1.3639691958086102,0.019203523685281044,0.0,0.0,0.929049362454236
bug/fighting,0.0,1.4679341210503098,0.09897740184320161,0.0,0.0,0.7453105590546153
bug/poison,0.0,0.9321104549400646,0.03648529226107814,0.0,0.0,1.3436263347469843
bug/ground,0.0,1.539754457988687,0.014968804599743455,0.0,0.0,0.757498819359696
bug/flying,0.0,1.1648360897193115,0.003297999847257096,0.0,0.0,1.1440879923815586
bug/psychic,0.0,1.1352273453439135,0.003297999847257096,0.0,0.0,1.1736967367569568
bug/bug,0.0,0.7908030068531692,0.26972526539079583,0.0,0.0,1.2516938097041614
bug/rock,0.0,1.526531286578419,0.015275849008963515,0.0,0.0,0.7704149463607447
bug/ghost,0.0,0.9144546221093801,0.0,0.0,0.0,1.3977674598387462
bug/dragon,0.0,0.92329656593428,0.013480340585504074,0.0,0.0,1.375445175428342
bug/dark,0.0,0.9144546221093801,0.015586010620307636,0.0,0.0,1.3821814492184386
bug/steel,0.0,1.2019744358253808,0.019203523685281044,0.0,0.0,1.0910441224374647
bug/fairy,0.0,1.074878312222082,0.048829412672361794,0.0,0.0,1.1885143570536834
rock/normal,0.0,0.935042183537744,0.003297999847257096,0.0,0.0,1.373881898563125
rock/fire,0.0,1.3246675114284425,0.0,0.0,0.0,0.9875545705196846
rock/water,0.0,1.2769602915207425,0.0,0.0,0.0,1.035261790427384
rock/electric,0.0,1.2921473002691704,0.006789266226206007,0.0,0.0,1.0132855154527505
rock/grass,0.0,1.5830212234706615,0.003297999847257096,0.0,0.0,0.7259028586302085
rock/ice,0.0,1.4770862264865547,0.003297999847257096,0.0,0.0,0.8318378556143152
rock/fighting,0.0,1.599978803025556,0.0,0.0,0.0,0.7122432789225704
rock/poison,0.0,1.3271472457181335,0.0195510917221139,0.0,0.0,0.9655237445078795
rock/ground,0.0,1.5019973472609922,0.0,0.0,0.0,0.8102247346871342
rock/flying,0.0,1.3419601902116738,0.003297999847257096,0.0,0.0,0.9669638918891965
rock/psychic,0.0,1.2616610634958487,0.003297999847257096,0.0,0.0,1.0472630186050211
rock/bug,0.0,1.526531286578419,0.015275849008963515,0.0,0.0,0.7704149463607447
rock/rock,0.0,0.935042183537744,0.042432913913787534,0.0,0.0,1.334746984496595
rock/ghost,0.0,1.2718730176542752,0.0,0.0,0.0,1.0403490642938518
rock/dragon,0.0,1.060952211732837,0.003297999847257096,0.0,0.0,1.247971870368032
rock/dark,0.0,1.2718730176542752,0.0043781103832444155,0.0,0.0,1.0359709539106075
rock/steel,0.0,1.228127761646257,0.003297999847257096,0.0,0.0,1.080796320454613
rock/fairy,0.0,1.3320973626911425,0.003297999847257096,0.0,0.0,0.976826719409727
ghost/normal,0.0,0.44342044354669014,0.0,0.0,0.0,1.8688016384014352
ghost/fire,0.0,1.222922034099074,0.0,0.0,0.0,1.0893000478490529
ghost/water,0.0,1.0356888471183812,0.0,0.0,0.0,1.2765332348297456
ghost/electric,0.0,1.1433398638717835,0.0,0.0,0.0,1.168882218076343
ghost/grass,0.0,1.2150900637623696,0.0,0.0,0.0,1.0971320181857571
ghost/ice,0.0,1.3419601902116742,0.0,0.0,0.0,0.9702618917364533
ghost/fighting,0.0,1.3320973626911428,0.0,0.0,0.0,0.9801247192569841
ghost/poison,0.0,0.9055846234653633,0.0,0.0,0.0,1.4066374584827646
ghost/ground,0.0,1.2870974328281906,0.0,0.0,0.0,1.0251246491199357
ghost/flying,0.0,1.1406388082312844,0.0,0.0,0.0,1.171583273716843
ghost/psychic,0.0,0.82753611668311,0.003896502655076909,0.0,0.0,1.480789462609939
ghost/bug,0.0,0.9144546221093801,0.0,0.0,0.0,1.3977674598387462
ghost/rock,0.0,1.2718730176542752,0.0,0.0,0.0,1.0403490642938518
ghost/ghost,0.0,0.44342044354669014,0.020885254231212232,0.0,0.018517739217987505,1.8293986449522355
ghost/dragon,0.0,0.5905897902278833,0.0,0.0,0.0,1.7216322917202427
ghost/dark,0.0,0.44342044354669014,0.003896502655076909,0.0,0.0,1.8649051357463584
ghost/steel,0.0,0.9026217228464426,0.0,0.0,0.0,1.4096003591016846
ghost/fairy,0.0,0.9115010730968316,0.0,0.0,0.0,1.4007210088512951
dragon/normal,0.0,0.16403964457661382,0.003297999847257096,0.0,0.0,2.144884437524254
dragon/fire,0.0,1.0073223077894204,0.0,0.0,0.0,1.3048997741587058
dragon/water,0.0,0.8030972520304677,0.0,0.0,0.0,1.5091248299176585
dragon/electric,0.0,0.9203523685281036,0.0,0.0,0.0,1.391869713420022
dragon/grass,0.0,0.9987515605493132,0.003297999847257096,0.0,0.0,1.3101725215515558
dragon/ice,0.0,1.0158650002104113,0.003297999847257096,0.0,0.0,1.2930590818904577
dragon/fighting,0.0,1.1270867719969266,0.003442949746025957,0.0,0.0,1.1816923602051745
dragon/poison,0.0,0.6619113748264112,0.003297999847257096,0.0,0.0,1.6470127072744591
dragon/ground,0.0,1.0776541807135587,0.0,0.0,0.0,1.234567901234568
dragon/flying,0.0,0.9174050539198034,0.003297999847257096,0.0,0.0,1.3915190281810659
dragon/psychic,0.0,0.5774601348813363,0.003297999847257096,0.0,0.0,1.7314639472195328
dragon/bug,0.0,0.92329656593428,0.013480340585504074,0.0,0.0,1.375445175428342
dragon/rock,0.0,1.060952211732837,0.003297999847257096,0.0,0.0,1.247971870368032
dragon/ghost,0.0,0.5905897902278833,0.0,0.0,0.0,1.7216322917202427
dragon/dragon,0.0,0.16403964457661382,0.010037390839478117,0.0,0.003442949746025957,2.1347020967860075
dragon/dark,0.0,0.5905897902278833,0.003442949746025957,0.0,0.0,1.7181893419742167
dragon/steel,0.0,0.6587022152396896,0.003297999847257096,0.0,0.0,1.65022186686118
dragon/fairy,0.0,0.5244427611552975,0.003297999847257096,0.0,0.0,1.7844813209455717
dark/normal,0.0,0.44342044354669014,0.0,0.0,0.0,1.8688016384014352
dark/fire,0.0,1.222922034099074,0.0,0.0,0.0,1.0893000478490529
dark/water,0.0,1.0356888471183812,0.0,0.0,0.0,1.2765332348297456
dark/electric,0.0,1.1433398638717835,0.0,0.0,0.0,1.168882218076343
dark/grass,0.0,1.2150900637623696,0.0,0.0,0.0,1.0971320181857571
dark/ice,0.0,1.3419601902116742,0.0,0.0,0.0,0.9702618917364533
dark/fighting,0.0,1.3320973626911428,0.003442949746025957,0.0,0.0,0.9766817695109581
dark/poison,0.0,0.9055846234653633,0.0,0.0,0.0,1.4066374584827646
dark/ground,0.0,1.2870974328281906,0.0,0.0,0.0,1.0251246491199357
dark/flying,0.0,1.1406388082312844,0.0,0.0,0.0,1.171583273716843
dark/psychic,0.0,0.82753611668311,0.003896502655076909,0.0,0.0,1.480789462609939
dark/bug,0.0,0.9144546221093801,0.015586010620307636,0.0,0.0,1.3821814492184386
dark/rock,0.0,1.2718730176542752,0.0043781103832444155,0.0,0.0,1.0359709539106075
dark/ghost,0.0,0.44342044354669014,0.003896502655076909,0.0,0.0,1.8649051357463584
dark/dragon,0.0,0.5905897902278833,0.003442949746025957,0.0,0.0,1.7181893419742167
dark/dark,0.0,0.44342044354669014,0.035068523895692184,0.0,0.0,1.8337331145057432
dark/steel,0.0,0.9026217228464426,0.0,0.0,0.0,1.4096003591016846
dark/fairy,0.0,0.9115010730968316,0.0,0.0,0.0,1.4007210088512951
steel/normal,0.0,0.5144131633211294,0.003297999847257096,0.0,0.0,1.7945109187797401
steel/fire,0.0,1.178169921804985,0.05987521839897382,0.0,0.0,1.0741769417441676
steel/water,0.0,0.926237646138332,0.026747152825509934,0.0,0.0,1.3592372829842838
steel/electric,0.0,1.199341958631611,0.0035910168469188795,0.0,0.0,1.1092891064695973
steel/grass,0.0,1.1134568057094676,0.019203523685281044,0.0,0.0,1.179561752553378
steel/ice,0.0,1.3929217691368931,0.09127791259676964,0.0,0.0,0.8280224002144637
steel/fighting,0.0,1.1352273453439132,0.0,0.0,0.0,1.1769947366042137
steel/poison,0.0,0.8275361166831103,0.003297999847257096,0.0,0.0,1.4813879654177597
steel/ground,0.0,1.18878087783529,0.0,0.0,0.0,1.1234412041128365
steel/flying,0.0,1.196706364235716,0.013771798984103828,0.0,0.0,1.1017439187283067
steel/psychic,0.0,0.8907389483495195,0.003297999847257096,0.0,0.0,1.4181851337513498
steel/bug,0.0,1.2019744358253808,0.019203523685281044,0.0,0.0,1.0910441224374647
steel/rock,0.0,1.228127761646257,0.003297999847257096,0.0,0.0,1.080796320454613
steel/ghost,0.0,0.9026217228464426,0.0,0.0,0.0,1.4096003591016846
steel/dragon,0.0,0.6587022152396896,0.003297999847257096,0.0,0.0,1.65022186686118
steel/dark,0.0,0.9026217228464426,0.0,0.0,0.0,1.4096003591016846
steel/steel,0.0,0.5144131633211294,0.13107834931678722,0.0,0.0,1.6667305693102104
steel/fairy,0.0,0.9728709899142925,0.019203523685281044,0.0,0.0,1.3201475683485535
fairy/normal,0.0,0.5244427611552975,0.003297999847257096,0.0,0.0,1.7844813209455717
fairy/fire,0.0,1.2845678233045148,0.006585089487079977,0.0,0.0,1.0210691691565321
fairy/water,0.0,1.1024967230412668,0.0,0.0,0.0,1.2097253589068593
fairy/electric,0.0,1.2072300386065482,0.0,0.0,0.0,1.104992043341578
fairy/grass,0.0,1.2769602915207425,0.048829412672361794,0.0,0.0,0.9864323777550225
fairy/ice,0.0,1.2921473002691704,0.019203523685281044,0.0,0.0,1.0008712579936754
fairy/fighting,0.0,1.2667732749793088,0.006789266226206007,0.0,0.0,1.0386595407426118
fairy/poison,0.0,0.975759077682236,0.0195510917221139,0.0,0.0,1.3169119125437774
fairy/ground,0.0,1.3468729007591937,0.0,0.0,0.0,0.9653491811889322
fairy/flying,0.0,1.0609522117328374,0.003297999847257096,0.0,0.0,1.2479718703680323
fairy/psychic,0.0,0.7379960442705046,0.003297999847257096,0.0,0.0,1.5709280378303645
fairy/bug,0.0,1.074878312222082,0.048829412672361794,0.0,0.0,1.1885143570536834
fairy/rock,0.0,1.3320973626911425,0.003297999847257096,0.0,0.0,0.976826719409727
fairy/ghost,0.0,0.9115010730968316,0.0,0.0,0.0,1.4007210088512951
