,Super Effective (x4),Super Effective (x2),Resisted (x1/2),Resisted (x1/4),Immune,Neutral
fire/ice,0.0,0.7165847621808563,0.02993760919948691,0.0,0.0,0.4095886695937197
fire/fighting,0.0,0.7282119261036065,0.0,0.0,0.0,0.42789911487045706
fire/poison,0.0,0.507932500105206,0.002712745148464544,0.0,0.0,0.6454657957203926
fire/ground,0.0,0.7509986736304956,0.0,0.0,0.0,0.4051123673435672
fire/flying,0.0,0.5164331102975213,0.002712745148464544,0.0,0.0,0.6369651855280771
fire/psychic,0.0,0.6062365862896093,0.0,0.0,0.0,0.5498744546844534
fire/bug,0.0,0.6231248080972438,0.0032925447435399884,0.0,0.0,0.5296936881332792
fire/rock,0.0,0.662333755714221,0.0,0.0,0.0,0.4937772852598424
fire/ghost,0.0,0.6114610170495368,0.0,0.0,0.0,0.5446500239245262
fire/dragon,0.0,0.5036611538947104,0.0,0.0,0.0,0.6524498870793523
fire/dark,0.0,0.6114610170495368,0.0,0.0,0.0,0.5446500239245262
fire/steel,0.0,0.5890849609024918,0.02993760919948691,0.0,0.0,0.537088470872084
fire/fairy,0.0,0.642283911652257,0.0032925447435399884,0.0,0.0,0.5105345845782662
water/normal,0.0,0.33255870860550407,0.0,0.0,0.0,0.8235523323685585
water/fire,0.0,0.695263099652276,0.023866078762346067,0.0,0.0,0.4369818625594414
water/water,0.0,0.33255870860550407,0.05808048927604539,0.0,0.0,0.7654718430925131
water/electric,0.0,0.6586048026733122,0.01571381590739416,0.0,0.0,0.4817924223933569
water/grass,0.0,0.5290788200143081,0.01571381590739416,0.0,0.0,0.6113184050523606
water/ice,0.0,0.6722090520432478,0.013373576412754967,0.0,0.0,0.4705284125180606
water/fighting,0.0,0.6758865712491092,0.0,0.0,0.0,0.4802244697249538
water/poison,0.0,0.5484989892472113,0.0,0.0,0.0,0.6076120517268515
water/ground,0.0,0.56896731769433,0.0074844022998717275,0.0,0.0,0.579659320979861
water/flying,0.0,0.6573587011242188,0.0,0.0,0.0,0.49875233984984474
water/psychic,0.0,0.5121898189061428,0.0,0.0,0.0,0.6439212220679198
water/bug,0.0,0.659849345621344,0.0,0.0,0.0,0.4962616953527194
water/rock,0.0,0.6384801457603712,0.0,0.0,0.0,0.5176308952136919
water/ghost,0.0,0.5178444235591902,0.0,0.0,0.0,0.6382666174148728
water/dragon,0.0,0.40154862601523394,0.0,0.0,0.0,0.7545624149588289
water/dark,0.0,0.5178444235591902,0.0,0.0,0.0,0.6382666174148728
water/steel,0.0,0.46311882306916624,0.013373576412754967,0.0,0.0,0.6796186414921416
water/fairy,0.0,0.5512483615206334,0.0,0.0,0.0,0.6048626794534293
electric/normal,0.0,0.39386082627676705,0.0,0.0,0.0,0.7622502146972951
electric/fire,0.0,0.7408217879959662,0.0015087258280457793,0.0,0.0,0.41378052715005154
electric/water,0.0,0.6586048026733122,0.01571381590739416,0.0,0.0,0.4817924223933569
electric/electric,0.0,0.39386082627676705,0.04767760648752107,0.0,0.0033946331131030033,0.711177975096671
electric/grass,0.0,0.5743663117732047,0.01571381590739416,0.0,0.0,0.5660309132934636
electric/ice,0.0,0.6807681097753897,0.0,0.0,0.0,0.4753429311986737
electric/fighting,0.0,0.7883053486512641,0.0,0.0,0.0,0.3678056923227989
electric/poison,0.0,0.60098721791269,0.0033946331131030033,0.0,0.0,0.5517291899482696
electric/ground,0.0,0.7687791945461423,0.0074844022998717275,0.0,0.0,0.3798474441280485
electric/flying,0.0,0.7048017381519045,0.0017955084234594397,0.0,0.0,0.4495137943987
electric/psychic,0.0,0.5662584690485206,0.0,0.0,0.0,0.5898525719255419
electric/bug,0.0,0.7071708117661915,0.0,0.0,0.0,0.4489402292078727
electric/rock,0.0,0.6460736501345851,0.0033946331131030033,0.0,0.0,0.5066427577263755
electric/ghost,0.0,0.5716699319358916,0.0,0.0,0.0,0.5844411090381714
electric/dragon,0.0,0.46017618426405194,0.0,0.0,0.0,0.69593485671001
electric/dark,0.0,0.5716699319358916,0.0,0.0,0.0,0.5844411090381714
electric/steel,0.0,0.5996709793158052,0.0017955084234594397,0.0,0.0,0.5546445532347984
electric/fairy,0.0,0.6036150193032737,0.0,0.0,0.0,0.5524960216707886
grass/normal,0.0,0.4349120403490643,0.001648999923628548,0.0,0.0,0.7195500007013692
grass/fire,0.0,0.7709737048414826,0.009258869608993752,0.0,0.0,0.37587846652358714
grass/water,0.0,0.5290788200143081,0.01571381590739416,0.0,0.0,0.6113184050523606
grass/electric,0.0,0.5743663117732047,0.01571381590739416,0.0,0.0,0.5660309132934636
grass/grass,0.0,0.4349120403490643,0.19017738438686974,0.0,0.0,0.5310216162381293
grass/ice,0.0,0.749874142964241,0.009601761842640522,0.0,0.0,0.3966351361671822
grass/fighting,0.0,0.75324305915982,0.04526255414190439,0.0,0.0,0.35760542767233855
grass/poison,0.0,0.6359365088271368,0.00977554586105695,0.0,0.0,0.5103989862858694
grass/ground,0.0,0.7328191508429684,0.05808048927604539,0.0,0.0,0.36521140085504866
grass/flying,0.0,0.7362582040863406,0.001648999923628548,0.0,0.0,0.41820383696409485
grass/psychic,0.0,0.6023018979085132,0.001648999923628548,0.0,0.0,0.5521601431419213
grass/bug,0.0,0.7385431132432779,0.05893460265803826,0.0,0.0,0.35863332507274814
grass/rock,0.0,0.7915106117353311,0.001648999923628548,0.0,0.0,0.36295142931510427
grass/ghost,0.0,0.6075450318811846,0.0,0.0,0.0,0.5485660090928783
grass/dragon,0.0,0.4993757802746565,0.001648999923628548,0.0,0.0,0.6550862607757775
grass/dark,0.0,0.6075450318811846,0.0,0.0,0.0,0.5485660090928783
grass/steel,0.0,0.5567284028547335,0.009601761842640522,0.0,0.0,0.5897808762766885
grass/fairy,0.0,0.6384801457603708,0.024414706336180897,0.0,0.0,0.49321618887751134
ice/normal,0.0,0.5079325001052056,0.001648999923628548,0.0,0.0,0.6465295409452282
ice/fire,0.0,0.7165847621808563,0.02993760919948691,0.0,0.0,0.4095886695937197
ice/water,0.0,0.6722090520432478,0.013373576412754967,0.0,0.0,0.4705284125180606
ice/electric,0.0,0.6807681097753897,0.0,0.0,0.0,0.4753429311986737
ice/grass,0.0,0.749874142964241,0.009601761842640522,0.0,0.0,0.3966351361671822
ice/ice,0.0,0.5079325001052056,0.061097161631605924,0.0,0.0,0.5870813792372513
ice/fighting,0.0,0.8661333133832396,0.0,0.0,0.0,0.28997772759082374
ice/poison,0.0,0.573018901155079,0.001648999923628548,0.0,0.0,0.581443139895355
ice/ground,0.0,0.8487673803500922,0.0,0.0,0.0,0.3073436606239706
ice/flying,0.0,0.6795500630454125,0.001648999923628548,0.0,0.0,0.47491197800502216
ice/psychic,0.0,0.6660486813455713,0.001648999923628548,0.0,0.0,0.4884133597048636
ice/bug,0.0,0.6819845979043047,0.009601761842640522,0.0,0.0,0.4645246812271181
ice/rock,0.0,0.738543113243277,0.001648999923628548,0.0,0.0,0.4159189278071578
ice/ghost,0.0,0.6709800951058364,0.0,0.0,0.0,0.4851309458682267
ice/dragon,0.0,0.5079325001052056,0.001648999923628548,0.0,0.0,0.6465295409452282
ice/dark,0.0,0.6709800951058364,0.0,0.0,0.0,0.4851309458682267
ice/steel,0.0,0.696460884568446,0.04563895629838482,0.0,0.0,0.41401120010723197
ice/fairy,0.0,0.6460736501345852,0.009601761842640522,0.0,0.0,0.5004356289968378
fighting/normal,0.0,0.5022342546224213,0.0,0.0,0.0013100041926368568,0.6525667821590047
fighting/fire,0.0,0.7282119261036065,0.0,0.0,0.0,0.42789911487045706
fighting/water,0.0,0.6758865712491092,0.0,0.0,0.0,0.4802244697249538
fighting/electric,0.0,0.7883053486512641,0.0,0.0,0.0,0.3678056923227989
fighting/grass,0.0,0.75324305915982,0.04526255414190439,0.0,0.0,0.35760542767233855
fighting/ice,0.0,0.8661333133832396,0.0,0.0,0.0,0.28997772759082374
fighting/fighting,0.0,0.5022342546224213,0.13033022080701248,0.0,0.0013100041926368568,0.5222365613519928
fighting/poison,0.0,0.6928628540167484,0.008922211779595107,0.0,0.0,0.4543259751777195
fighting/ground,0.0,0.7328191508429686,0.023866078762346067,0.0,0.0,0.39942581136874794
fighting/flying,0.0,0.7872338104211184,0.0,0.0,0.0,0.36887723055294513
fighting/psychic,0.0,0.661092329968313,0.005240016770547427,0.0,0.0,0.48977869423520254
fighting/bug,0.0,0.7339670605251554,0.049488700921600806,0.0,0.0,0.3726552795273077
fighting/rock,0.0,0.7999894015127784,0.0,0.0,0.0,0.35612163946128533
fighting/ghost,0.0,0.6660486813455713,0.0,0.0,0.0,0.4900623596284918
fighting/dragon,0.0,0.5635433859984627,0.0017214748730129785,0.0,0.0,0.5908461801025868
fighting/dark,0.0,0.6660486813455713,0.0017214748730129785,0.0,0.0,0.4883408847554788
fighting/steel,0.0,0.5676136726719564,0.0,0.0,0.0,0.5884973683021066
fighting/fairy,0.0,0.633386637489654,0.0033946331131030033,0.0,0.0,0.5193297703713059
poison/normal,0.0,0.2588797399006547,0.016611570119123877,0.0,0.0,0.8806197309542846
poison/fire,0.0,0.507932500105206,0.002712745148464544,0.0,0.0,0.6454657957203926
poison/water,0.0,0.5484989892472113,0.0,0.0,0.0,0.6076120517268515
poison/electric,0.0,0.60098721791269,0.0033946331131030033,0.0,0.0,0.5517291899482696
poison/grass,0.0,0.6359365088271368,0.00977554586105695,0.0,0.0,0.5103989862858694
poison/ice,0.0,0.573018901155079,0.001648999923628548,0.0,0.0,0.581443139895355
poison/fighting,0.0,0.6928628540167484,0.008922211779595107,0.0,0.0,0.4543259751777195
poison/poison,0.0,0.2588797399006547,0.05857846231536423,0.0,0.001648999923628548,0.8370038388344155
poison/ground,0.0,0.6709800951058357,0.0,0.0,0.0,0.48513094586822647
poison/flying,0.0,0.46311882306916624,0.008591788354444584,0.0,0.0,0.6844004295504521
poison/psychic,0.0,0.4468571588884683,0.001648999923628548,0.0,0.0,0.7076048821619664
poison/bug,0.0,0.4660552274700323,0.01824264613053907,0.0,0.0,0.6718131673734914
poison/rock,0.0,0.6635736228590662,0.00977554586105695,0.0,0.0,0.4827618722539399
poison/ghost,0.0,0.4527923117326816,0.0,0.0,0.0,0.7033187292413812
poison/dragon,0.0,0.3309556874132056,0.001648999923628548,0.0,0.0,0.8235063536372288
poison/dark,0.0,0.4527923117326816,0.0,0.0,0.0,0.7033187292413812
poison/steel,0.0,0.4137680583415551,0.001648999923628548,0.0,0.0,0.7406939827088788
poison/fairy,0.0,0.48787953884111795,0.00977554586105695,0.0,0.0,0.6584559562718882
ground/normal,0.0,0.47628354693960917,0.0,0.0,0.0,0.6798274940344543
ground/fire,0.0,0.7509986736304956,0.0,0.0,0.0,0.4051123673435672
ground/water,0.0,0.56896731769433,0.0074844022998717275,0.0,0.0,0.579659320979861
ground/electric,0.0,0.7687791945461423,0.0074844022998717275,0.0,0.0,0.3798474441280485
ground/grass,0.0,0.7328191508429684,0.05808048927604539,0.0,0.0,0.36521140085504866
ground/ice,0.0,0.8487673803500922,0.0,0.0,0.0,0.3073436606239706
ground/fighting,0.0,0.7328191508429686,0.023866078762346067,0.0,0.0,0.39942581136874794
ground/poison,0.0,0.6709800951058357,0.0,0.0,0.0,0.48513094586822647
ground/ground,0.0,0.47628354693960917,0.05059608697617366,0.0,0.0074844022998717275,0.6217470047584087
ground/flying,0.0,0.7676796014968797,0.0,0.0,0.0,0.388431439477183
ground/psychic,0.0,0.551248361520633,0.0,0.0,0.0,0.6048626794534296
ground/bug,0.0,0.7698772289943431,0.0074844022998717275,0.0,0.0,0.37874940967984805
ground/rock,0.0,0.7509986736304952,0.0,0.0,0.0,0.4051123673435671
ground/ghost,0.0,0.6435487164140944,0.0,0.0,0.0,0.512562324559968
ground/dragon,0.0,0.538827090356779,0.0,0.0,0.0,0.6172839506172837
ground/dark,0.0,0.6435487164140944,0.0,0.0,0.0,0.512562324559968
ground/steel,0.0,0.5943904389176446,0.0,0.0,0.0,0.5617206020564178
ground/fairy,0.0,0.6734364503795965,0.0,0.0,0.0,0.4826745905944662
flying/normal,0.0,0.39231859052588763,0.008591788354444584,0.0,0.0,0.75520066209373
flying/fire,0.0,0.5164331102975213,0.002712745148464544,0.0,0.0,0.6369651855280771
flying/water,0.0,0.6573587011242188,0.0,0.0,0.0,0.49875233984984474
flying/electric,0.0,0.7048017381519045,0.0017955084234594397,0.0,0.0,0.4495137943987
flying/grass,0.0,0.7362582040863406,0.001648999923628548,0.0,0.0,0.41820383696409485
flying/ice,0.0,0.6795500630454125,0.001648999923628548,0.0,0.0,0.47491197800502216
flying/fighting,0.0,0.7872338104211184,0.0,0.0,0.0,0.36887723055294513
flying/poison,0.0,0.46311882306916624,0.008591788354444584,0.0,0.0,0.6844004295504521
flying/ground,0.0,0.7676796014968797,0.0,0.0,0.0,0.388431439477183
flying/flying,0.0,0.39231859052588763,0.01824264613053907,0.0,0.0,0.7455498043176355
flying/psychic,0.0,0.4907629508058747,0.001648999923628548,0.0,0.0,0.6636990902445593
flying/bug,0.0,0.5824180448596553,0.001648999923628548,0.0,0.0,0.5720439961907787
flying/rock,0.0,0.6709800951058363,0.001648999923628548,0.0,0.0,0.4834819459445983
flying/ghost,0.0,0.5703194041156419,0.0,0.0,0.0,0.5857916368584208
flying/dragon,0.0,0.45870252695990177,0.001648999923628548,0.0,0.0,0.6957595140905318
flying/dark,0.0,0.5703194041156419,0.0,0.0,0.0,0.5857916368584208
flying/steel,0.0,0.5983531821178577,0.006885899492051914,0.0,0.0,0.5508719593641529
flying/fairy,0.0,0.5304761058664187,0.001648999923628548,0.0,0.0,0.6239859351840158
psychic/normal,0.0,0.2148710803131542,0.001648999923628548,0.0,0.0,0.9395909607372802
psychic/fire,0.0,0.6062365862896093,0.0,0.0,0.0,0.5498744546844534
psychic/water,0.0,0.5121898189061428,0.0,0.0,0.0,0.6439212220679198
psychic/electric,0.0,0.5662584690485206,0.0,0.0,0.0,0.5898525719255419
psychic/grass,0.0,0.6023018979085132,0.001648999923628548,0.0,0.0,0.5521601431419213
psychic/ice,0.0,0.6660486813455713,0.001648999923628548,0.0,0.0,0.4884133597048636
psychic/fighting,0.0,0.661092329968313,0.005240016770547427,0.0,0.0,0.48977869423520254
psychic/poison,0.0,0.4468571588884683,0.001648999923628548,0.0,0.0,0.7076048821619664
psychic/ground,0.0,0.551248361520633,0.0,0.0,0.0,0.6048626794534296
psychic/flying,0.0,0.4907629508058747,0.001648999923628548,0.0,0.0,0.6636990902445593
psychic/psychic,0.0,0.2148710803131542,0.0227431066971529,0.0,0.0019482513275384545,0.9165486026362174
psychic/bug,0.0,0.5676136726719564,0.001648999923628548,0.0,0.0,0.5868483683784776
psychic/rock,0.0,0.630830531747924,0.001648999923628548,0.0,0.0,0.5236315093025102
psychic/ghost,0.0,0.41376805834155517,0.0019482513275384545,0.0,0.0,0.7403947313049692
psychic/dragon,0.0,0.2887300674406681,0.001648999923628548,0.0,0.0,0.8657319736097666
psychic/dark,0.0,0.41376805834155517,0.0019482513275384545,0.0,0.0,0.7403947313049692
psychic/steel,0.0,0.4453694741747598,0.001648999923628548,0.0,0.0,0.7090925668756749
psychic/fairy,0.0,0.3689980221352524,0.001648999923628548,0.0,0.0,0.7854640189151826
bug/normal,0.0,0.3954015034265846,0.005898525719255425,0.0,0.0,0.7548110118282224
bug/fire,0.0,0.6231248080972438,0.0032925447435399884,0.0,0.0,0.5296936881332792
bug/water,0.0,0.659849345621344,0.0,0.0,0.0,0.4962616953527194
bug/electric,0.0,0.7071708117661915,0.0,0.0,0.0,0.4489402292078727
bug/grass,0.0,0.7385431132432779,0.05893460265803826,0.0,0.0,0.35863332507274814
bug/ice,0.0,0.6819845979043047,0.009601761842640522,0.0,0.0,0.4645246812271181
bug/fighting,0.0,0.7339670605251554,0.049488700921600806,0.0,0.0,0.3726552795273077
bug/poison,0.0,0.4660552274700323,0.01824264613053907,0.0,0.0,0.6718131673734914
bug/ground,0.0,0.7698772289943431,0.0074844022998717275,0.0,0.0,0.37874940967984805
bug/flying,0.0,0.5824180448596553,0.001648999923628548,0.0,0.0,0.5720439961907787
bug/psychic,0.0,0.5676136726719564,0.001648999923628548,0.0,0.0,0.5868483683784776
bug/bug,0.0,0.3954015034265846,0.13486263269539794,0.0,0.0,0.6258469048520804
bug/rock,0.0,0.7632656432892094,0.0076379245044817575,0.0,0.0,0.3852074731803724
bug/ghost,0.0,0.45722731105469017,0.0,0.0,0.0,0.6988837299193724
bug/dragon,0.0,0.4616482829671401,0.006740170292752037,0.0,0.0,0.6877225877141703
bug/dark,0.0,0.45722731105469017,0.007793005310153818,0.0,0.0,0.6910907246092186
bug/steel,0.0,0.6009872179126899,0.009601761842640522,0.0,0.0,0.5455220612187321
bug/fairy,0.0,0.537439156111041,0.024414706336180897,0.0,0.0,0.5942571785268413
rock/normal,0.0,0.46752109176887213,0.001648999923628548,0.0,0.0,0.6869409492815616
rock/fire,0.0,0.662333755714221,0.0,0.0,0.0,0.4937772852598424
rock/water,0.0,0.6384801457603712,0.0,0.0,0.0,0.5176308952136919
rock/electric,0.0,0.6460736501345851,0.0033946331131030033,0.0,0.0,0.5066427577263755
rock/grass,0.0,0.7915106117353311,0.001648999923628548,0.0,0.0,0.36295142931510427
rock/ice,0.0,0.738543113243277,0.001648999923628548,0.0,0.0,0.4159189278071578
rock/fighting,0.0,0.7999894015127784,0.0,0.0,0.0,0.35612163946128533
rock/poison,0.0,0.6635736228590662,0.00977554586105695,0.0,0.0,0.4827618722539399
rock/ground,0.0,0.7509986736304952,0.0,0.0,0.0,0.4051123673435671
rock/flying,0.0,0.6709800951058363,0.001648999923628548,0.0,0.0,0.4834819459445983
rock/psychic,0.0,0.630830531747924,0.001648999923628548,0.0,0.0,0.5236315093025102
rock/bug,0.0,0.7632656432892094,0.0076379245044817575,0.0,0.0,0.3852074731803724
rock/rock,0.0,0.46752109176887213,0.021216456956893764,0.0,0.0,0.6673734922482965
rock/ghost,0.0,0.6359365088271368,0.0,0.0,0.0,0.5201745321469261
rock/dragon,0.0,0.5304761058664186,0.001648999923628548,0.0,0.0,0.6239859351840154
rock/dark,0.0,0.6359365088271368,0.0021890551916222078,0.0,0.0,0.5179854769553038
rock/steel,0.0,0.6140638808231281,0.001648999923628548,0.0,0.0,0.5403981602273061
rock/fairy,0.0,0.6660486813455709,0.001648999923628548,0.0,0.0,0.4884133597048636
ghost/normal,0.0,0.22171022177334507,0.0,0.0,0.0,0.9344008192007174
ghost/fire,0.0,0.6114610170495368,0.0,0.0,0.0,0.5446500239245262
ghost/water,0.0,0.5178444235591902,0.0,0.0,0.0,0.6382666174148728
ghost/electric,0.0,0.5716699319358916,0.0,0.0,0.0,0.5844411090381714
ghost/grass,0.0,0.6075450318811846,0.0,0.0,0.0,0.5485660090928783
ghost/ice,0.0,0.6709800951058364,0.0,0.0,0.0,0.4851309458682267
ghost/fighting,0.0,0.6660486813455713,0.0,0.0,0.0,0.4900623596284918
ghost/poison,0.0,0.4527923117326816,0.0,0.0,0.0,0.7033187292413812
ghost/ground,0.0,0.6435487164140944,0.0,0.0,0.0,0.512562324559968
ghost/flying,0.0,0.5703194041156419,0.0,0.0,0.0,0.5857916368584208
ghost/psychic,0.0,0.41376805834155517,0.0019482513275384545,0.0,0.0,0.7403947313049692
ghost/bug,0.0,0.45722731105469017,0.0,0.0,0.0,0.6988837299193724
ghost/rock,0.0,0.6359365088271368,0.0,0.0,0.0,0.5201745321469261
ghost/ghost,0.0,0.22171022177334507,0.010442627115606116,0.0,0.009258869608993752,0.9146993224761177
ghost/dragon,0.0,0.2952948951139417,0.0,0.0,0.0,0.8608161458601213
ghost/dark,0.0,0.22171022177334507,0.0019482513275384545,0.0,0.0,0.932452567873179
ghost/steel,0.0,0.4513108614232213,0.0,0.0,0.0,0.7048001795508415
ghost/fairy,0.0,0.45575053654841596,0.0,0.0,0.0,0.7003605044256473
dragon/normal,0.0,0.0820198222883069,0.001648999923628548,0.0,0.0,1.072442218762128
dragon/fire,0.0,0.5036611538947104,0.0,0.0,0.0,0.6524498870793523
dragon/water,0.0,0.40154862601523394,0.0,0.0,0.0,0.7545624149588289
dragon/electric,0.0,0.46017618426405194,0.0,0.0,0.0,0.69593485671001
dragon/grass,0.0,0.4993757802746565,0.001648999923628548,0.0,0.0,0.6550862607757775
dragon/ice,0.0,0.5079325001052056,0.001648999923628548,0.0,0.0,0.6465295409452282
dragon/fighting,0.0,0.5635433859984627,0.0017214748730129785,0.0,0.0,0.5908461801025868
dragon/poison,0.0,0.3309556874132056,0.001648999923628548,0.0,0.0,0.8235063536372288
dragon/ground,0.0,0.538827090356779,0.0,0.0,0.0,0.6172839506172837
dragon/flying,0.0,0.45870252695990177,0.001648999923628548,0.0,0.0,0.6957595140905318
dragon/psychic,0.0,0.2887300674406681,0.001648999923628548,0.0,0.0,0.8657319736097666
dragon/bug,0.0,0.4616482829671401,0.006740170292752037,0.0,0.0,0.6877225877141703
dragon/rock,0.0,0.5304761058664186,0.001648999923628548,0.0,0.0,0.6239859351840154
dragon/ghost,0.0,0.2952948951139417,0.0,0.0,0.0,0.8608161458601213
dragon/dragon,0.0,0.0820198222883069,0.005018695419739059,0.0,0.0017214748730129785,1.0673510483930044
dragon/dark,0.0,0.2952948951139417,0.0017214748730129785,0.0,0.0,0.8590946709871083
dragon/steel,0.0,0.3293511076198448,0.001648999923628548,0.0,0.0,0.8251109334305899
dragon/fairy,0.0,0.2622213805776489,0.001648999923628548,0.0,0.0,0.8922406604727863
dark/normal,0.0,0.22171022177334507,0.0,0.0,0.0,0.9344008192007174
dark/fire,0.0,0.6114610170495368,0.0,0.0,0.0,0.5446500239245262
dark/water,0.0,0.5178444235591902,0.0,0.0,0.0,0.6382666174148728
dark/electric,0.0,0.5716699319358916,0.0,0.0,0.0,0.5844411090381714
dark/grass,0.0,0.6075450318811846,0.0,0.0,0.0,0.5485660090928783
dark/ice,0.0,0.6709800951058364,0.0,0.0,0.0,0.4851309458682267
dark/fighting,0.0,0.6660486813455713,0.0017214748730129785,0.0,0.0,0.4883408847554788
dark/poison,0.0,0.4527923117326816,0.0,0.0,0.0,0.7033187292413812
dark/ground,0.0,0.6435487164140944,0.0,0.0,0.0,0.512562324559968
dark/flying,0.0,0.5703194041156419,0.0,0.0,0.0,0.5857916368584208
dark/psychic,0.0,0.41376805834155517,0.0019482513275384545,0.0,0.0,0.7403947313049692
dark/bug,0.0,0.45722731105469017,0.007793005310153818,0.0,0.0,0.6910907246092186
dark/rock,0.0,0.6359365088271368,0.0021890551916222078,0.0,0.0,0.5179854769553038
dark/ghost,0.0,0.22171022177334507,0.0019482513275384545,0.0,0.0,0.932452567873179
dark/dragon,0.0,0.2952948951139417,0.0017214748730129785,0.0,0.0,0.8590946709871083
dark/dark,0.0,0.22171022177334507,0.017534261947846092,0.0,0.0,0.9168665572528714
dark/steel,0.0,0.4513108614232213,0.0,0.0,0.0,0.7048001795508415
dark/fairy,0.0,0.45575053654841596,0.0,0.0,0.0,0.7003605044256473
steel/normal,0.0,0.25720658166056465,0.001648999923628548,0.0,0.0,0.8972554593898698
steel/fire,0.0,0.5890849609024918,0.02993760919948691,0.0,0.0,0.537088470872084
steel/water,0.0,0.46311882306916624,0.013373576412754967,0.0,0.0,0.6796186414921416
steel/electric,0.0,0.5996709793158052,0.0017955084234594397,0.0,0.0,0.5546445532347984
steel/grass,0.0,0.5567284028547335,0.009601761842640522,0.0,0.0,0.5897808762766885
steel/ice,0.0,0.696460884568446,0.04563895629838482,0.0,0.0,0.41401120010723197
steel/fighting,0.0,0.5676136726719564,0.0,0.0,0.0,0.5884973683021066
steel/poison,0.0,0.4137680583415551,0.001648999923628548,0.0,0.0,0.7406939827088788
steel/ground,0.0,0.5943904389176446,0.0,0.0,0.0,0.5617206020564178
steel/flying,0.0,0.5983531821178577,0.006885899492051914,0.0,0.0,0.5508719593641529
steel/psychic,0.0,0.4453694741747598,0.001648999923628548,0.0,0.0,0.7090925668756749
steel/bug,0.0,0.6009872179126899,0.009601761842640522,0.0,0.0,0.5455220612187321
steel/rock,0.0,0.6140638808231281,0.001648999923628548,0.0,0.0,0.5403981602273061
steel/ghost,0.0,0.4513108614232213,0.0,0.0,0.0,0.7048001795508415
steel/dragon,0.0,0.3293511076198448,0.001648999923628548,0.0,0.0,0.8251109334305899
steel/dark,0.0,0.4513108614232213,0.0,0.0,0.0,0.7048001795508415
steel/steel,0.0,0.25720658166056465,0.06553917465839362,0.0,0.0,0.8333652846551047
steel/fairy,0.0,0.48643549495714655,0.009601761842640522,0.0,0.0,0.6600737841742769
fairy/normal,0.0,0.2622213805776489,0.001648999923628548,0.0,0.0,0.8922406604727863
fairy/fire,0.0,0.642283911652257,0.0032925447435399884,0.0,0.0,0.5105345845782662
fairy/water,0.0,0.5512483615206334,0.0,0.0,0.0,0.6048626794534293
fairy/electric,0.0,0.6036150193032737,0.0,0.0,0.0,0.5524960216707886
fairy/grass,0.0,0.6384801457603708,0.024414706336180897,0.0,0.0,0.49321618887751134
fairy/ice,0.0,0.6460736501345852,0.009601761842640522,0.0,0.0,0.5004356289968378
fairy/fighting,0.0,0.633386637489654,0.0033946331131030033,0.0,0.0,0.5193297703713059
fairy/poison,0.0,0.48787953884111795,0.00977554586105695,0.0,0.0,0.6584559562718882
fairy/ground,0.0,0.6734364503795965,0.0,0.0,0.0,0.4826745905944662
fairy/flying,0.0,0.5304761058664187,0.001648999923628548,0.0,0.0,0.6239859351840158
fairy/psychic,0.0,0.3689980221352524,0.001648999923628548,0.0,0.0,0.7854640189151826
fairy/bug,0.0,0.537439156111041,0.024414706336180897,0.0,0.0,0.5942571785268413
